pclass,age,sibsp,parch,fare,sex,embarked,class,who,adult_male,deck,embark_town,alone,alive
1,60,0,0,26.55,male,S,First,man,TRUE,,Southampton,TRUE,no
2,52,0,0,13.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,44,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.7333,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
1,49,1,1,110.8833,male,C,First,man,TRUE,C,Cherbourg,FALSE,no
3,42,0,0,7.65,male,S,Third,man,TRUE,F,Southampton,TRUE,no
1,18,1,0,227.525,female,C,First,woman,FALSE,C,Cherbourg,FALSE,yes
1,35,0,0,26.2875,male,S,First,man,TRUE,E,Southampton,TRUE,yes
3,18,0,1,14.4542,female,C,Third,woman,FALSE,,Cherbourg,FALSE,no
3,25,0,0,7.7417,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,26,1,0,7.8542,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,39,0,0,26,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,45,0,0,13.5,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
1,42,0,0,26.2875,male,S,First,man,TRUE,E,Southampton,TRUE,yes
1,22,0,0,151.55,female,S,First,woman,FALSE,,Southampton,TRUE,yes
3,,1,1,15.2458,male,C,Third,man,TRUE,,Cherbourg,FALSE,yes
1,24,0,0,49.5042,female,C,First,woman,FALSE,C,Cherbourg,TRUE,yes
1,,0,0,26.55,male,S,First,man,TRUE,C,Southampton,TRUE,no
1,48,1,0,52,male,S,First,man,TRUE,C,Southampton,FALSE,yes
3,29,0,0,9.4833,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,52,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,19,0,0,7.65,male,S,Third,man,TRUE,F,Southampton,TRUE,no
1,38,0,0,227.525,female,C,First,woman,FALSE,C,Cherbourg,TRUE,yes
2,27,0,0,10.5,female,S,Second,woman,FALSE,E,Southampton,TRUE,yes
3,,0,0,15.5,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,33,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,6,0,1,33,female,S,Second,child,FALSE,,Southampton,FALSE,yes
3,17,1,0,7.0542,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,34,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,50,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,27,1,0,53.1,male,S,First,man,TRUE,E,Southampton,FALSE,yes
3,20,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,30,3,0,21,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,,0,0,7.7375,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
2,25,1,0,26,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,25,1,0,7.925,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,29,0,0,211.3375,female,S,First,woman,FALSE,B,Southampton,TRUE,yes
3,11,0,0,18.7875,male,C,Third,child,FALSE,,Cherbourg,TRUE,no
2,,0,0,0,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,23,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,23,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,28.5,0,0,16.1,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,48,1,3,34.375,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,35,0,0,512.3292,male,C,First,man,TRUE,B,Cherbourg,TRUE,yes
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,,0,0,30,male,S,First,man,TRUE,D,Southampton,TRUE,yes
1,36,1,0,78.85,male,S,First,man,TRUE,C,Southampton,FALSE,no
1,21,2,2,262.375,female,C,First,woman,FALSE,B,Cherbourg,FALSE,yes
3,24,1,0,16.1,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,31,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,yes
1,70,1,1,71,male,S,First,man,TRUE,B,Southampton,FALSE,no
3,16,1,1,20.25,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,30,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
1,19,1,0,53.1,male,S,First,man,TRUE,D,Southampton,FALSE,no
3,31,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
2,4,1,1,23,female,S,Second,child,FALSE,,Southampton,FALSE,yes
3,6,0,1,12.475,male,S,Third,child,FALSE,E,Southampton,FALSE,yes
3,33,0,0,9.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,23,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,48,1,2,65,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,0.67,1,1,14.5,male,S,Second,child,FALSE,,Southampton,FALSE,yes
3,28,0,0,7.7958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,18,0,0,11.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,34,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,33,0,0,86.5,female,S,First,woman,FALSE,B,Southampton,TRUE,yes
3,,0,0,14.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,41,0,0,7.125,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,20,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,yes
1,36,1,2,120,female,S,First,woman,FALSE,B,Southampton,FALSE,yes
3,16,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,51,1,0,77.9583,female,S,First,woman,FALSE,D,Southampton,FALSE,yes
1,,0,0,39.6,male,C,First,man,TRUE,,Cherbourg,TRUE,no
3,30.5,0,0,7.75,female,Q,Third,woman,FALSE,,Queenstown,TRUE,no
3,,1,0,24.15,male,Q,Third,man,TRUE,,Queenstown,FALSE,no
3,32,0,0,8.3625,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,24,0,0,9.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,48,0,0,7.8542,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,57,0,0,10.5,female,S,Second,woman,FALSE,E,Southampton,TRUE,no
3,,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
2,54,1,3,23,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,18,0,0,7.75,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.75,male,Q,Third,man,TRUE,F,Queenstown,TRUE,no
3,5,0,0,12.475,female,S,Third,child,FALSE,,Southampton,TRUE,yes
3,,0,0,7.7375,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
1,43,0,1,211.3375,female,S,First,woman,FALSE,B,Southampton,FALSE,yes
3,13,0,0,7.2292,female,C,Third,child,FALSE,,Cherbourg,TRUE,yes
1,17,1,0,57,female,S,First,woman,FALSE,B,Southampton,FALSE,yes
1,29,0,0,30,male,S,First,man,TRUE,D,Southampton,TRUE,no
3,,1,2,23.45,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,25,0,0,7.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,25,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,18,0,0,7.4958,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
3,8,4,1,29.125,male,Q,Third,child,FALSE,,Queenstown,FALSE,no
3,1,1,2,20.575,male,S,Third,child,FALSE,,Southampton,FALSE,yes
1,46,0,0,79.2,male,C,First,man,TRUE,B,Cherbourg,TRUE,no
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
2,16,0,0,26,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,,8,2,69.55,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,,0,0,30.6958,male,C,First,man,TRUE,,Cherbourg,TRUE,no
3,25,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,39,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,49,0,0,25.9292,female,S,First,woman,FALSE,D,Southampton,TRUE,yes
3,31,0,0,8.6833,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
3,30,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,30,1,1,24.15,female,S,Third,woman,FALSE,,Southampton,FALSE,no
2,34,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,31,1,1,26.25,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
1,11,1,2,120,male,S,First,child,FALSE,B,Southampton,FALSE,yes
3,0.42,0,1,8.5167,male,C,Third,child,FALSE,,Cherbourg,FALSE,yes
3,27,0,0,6.975,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,31,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,39,0,0,0,male,S,First,man,TRUE,A,Southampton,TRUE,no
3,18,0,0,7.775,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,39,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,33,1,0,53.1,female,S,First,woman,FALSE,E,Southampton,FALSE,yes
3,26,0,0,7.8875,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,39,0,0,24.15,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,35,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,6,4,2,31.275,female,S,Third,child,FALSE,,Southampton,FALSE,no
3,30.5,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,,0,0,0,male,S,First,man,TRUE,B,Southampton,TRUE,no
3,23,0,0,7.925,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,31,1,1,37.0042,male,C,Second,man,TRUE,,Cherbourg,FALSE,no
3,43,0,0,6.45,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,10,3,2,27.9,male,S,Third,child,FALSE,,Southampton,FALSE,no
1,52,1,1,93.5,female,S,First,woman,FALSE,B,Southampton,FALSE,yes
3,27,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,yes
1,38,0,0,0,male,S,First,man,TRUE,,Southampton,TRUE,no
3,27,0,1,12.475,female,S,Third,woman,FALSE,E,Southampton,FALSE,yes
3,2,4,1,39.6875,male,S,Third,child,FALSE,,Southampton,FALSE,no
3,,0,0,6.95,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,,0,0,56.4958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,1,0,2,37.0042,male,C,Second,child,FALSE,,Cherbourg,FALSE,yes
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,yes
1,62,0,0,80,female,,First,woman,FALSE,B,,TRUE,yes
3,15,1,0,14.4542,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
2,0.83,1,1,18.75,male,S,Second,child,FALSE,,Southampton,FALSE,yes
3,,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,23,0,0,7.8542,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,18,0,0,8.3,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,39,1,1,83.1583,female,C,First,woman,FALSE,E,Cherbourg,FALSE,yes
3,21,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,32,0,0,56.4958,male,S,Third,man,TRUE,,Southampton,TRUE,yes
1,,0,0,29.7,male,C,First,man,TRUE,C,Cherbourg,TRUE,yes
3,20,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,16,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,30,0,0,31,female,C,First,woman,FALSE,,Cherbourg,TRUE,yes
3,34.5,0,0,6.4375,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,17,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,42,0,0,7.55,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,8,2,69.55,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,35,0,0,7.8958,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
2,28,0,1,33,male,S,Second,man,TRUE,,Southampton,FALSE,no
1,,1,0,89.1042,female,C,First,woman,FALSE,C,Cherbourg,FALSE,yes
3,4,4,2,31.275,male,S,Third,child,FALSE,,Southampton,FALSE,no
3,74,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,9,1,1,15.2458,female,C,Third,child,FALSE,,Cherbourg,FALSE,no
1,16,0,1,39.4,female,S,First,woman,FALSE,D,Southampton,FALSE,yes
2,44,1,0,26,female,S,Second,woman,FALSE,,Southampton,FALSE,no
3,18,0,1,9.35,female,S,Third,woman,FALSE,,Southampton,FALSE,yes
1,45,1,1,164.8667,female,S,First,woman,FALSE,,Southampton,FALSE,yes
1,51,0,0,26.55,male,S,First,man,TRUE,E,Southampton,TRUE,yes
3,24,0,3,19.2583,female,C,Third,woman,FALSE,,Cherbourg,FALSE,yes
3,,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,41,2,0,14.1083,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,21,1,0,11.5,male,S,Second,man,TRUE,,Southampton,FALSE,no
1,48,0,0,25.9292,female,S,First,woman,FALSE,D,Southampton,TRUE,yes
3,,8,2,69.55,female,S,Third,woman,FALSE,,Southampton,FALSE,no
2,24,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,42,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
2,27,1,0,13.8583,female,C,Second,woman,FALSE,,Cherbourg,FALSE,yes
1,31,0,0,50.4958,male,S,First,man,TRUE,A,Southampton,TRUE,no
3,,0,0,9.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,4,1,1,11.1333,male,S,Third,child,FALSE,,Southampton,FALSE,yes
3,26,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,47,1,1,52.5542,female,S,First,woman,FALSE,D,Southampton,FALSE,yes
1,33,0,0,5,male,S,First,man,TRUE,B,Southampton,TRUE,no
3,47,0,0,9,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,28,1,0,24,female,C,Second,woman,FALSE,,Cherbourg,FALSE,yes
3,15,0,0,7.225,female,C,Third,child,FALSE,,Cherbourg,TRUE,yes
3,20,0,0,9.8458,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,19,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,56,0,1,83.1583,female,C,First,woman,FALSE,C,Cherbourg,FALSE,yes
2,25,0,1,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,33,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,22,0,0,10.5167,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,28,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,25,0,0,7.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,39,0,5,29.125,female,Q,Third,woman,FALSE,,Queenstown,FALSE,no
2,27,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,19,0,0,30,female,S,First,woman,FALSE,B,Southampton,TRUE,yes
3,,1,2,23.45,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,26,0,0,30,male,C,First,man,TRUE,C,Cherbourg,TRUE,yes
3,32,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
